taxon,common_name,functional_group,commercial_group,group,weights,confidence,evidence,explanation
Sarda chiliensis,Eastern Pacific bonito,Medium pelagics (30 - 89 cm),Tuna & billfishes,Other large pelagic fish,,high,inherited_model,Focal model adopts Tam et al. (2008) pp.353-354 membership (Chiaverano 2018 p.30); Sarda chiliensis matches the printed species or recorded synonym. Peruvian hake spans three source size classes and uses fixed model catch weights.
Normanichthys crockeri,Mote sculpin,Small demersals (<30 cm),Scorpionfishes,Other small pelagic fish,,low,analogue,"Analyst small schooling planktivorous/pelagic analogue to source Other small pelagic fish; the species is not in the source member list, and its SAU demersal/size class may differ."
Loxechinus albus,Chilean sea urchin,Other demersal invertebrates,Other fishes & inverts,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Merluccius australis,Southern hake,Large benthopelagics (>=90 cm),Cod-likes,Unresolved,,unresolved,none,"This is a southern/offshore demersal stock, not the explicitly modelled northern Peruvian hake Merluccius peruanus; the northern model has no corresponding named stock compartment."
Ethmidium maculatum,Pacific menhaden,Small pelagics (<30 cm),Herring-likes,Other small pelagic fish,,medium,analogue,"Other small planktivorous clupeiform, compared with source Anchoa nasus (Tam 2008 p.353); distinct from the named Sardinops and Engraulis stocks. This is an ecological extension to LME-wide catches."
Aulacomya atra,Chilean ribbed mussel,Other demersal invertebrates,Molluscs,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Anchoa nasus,Longnose anchovy,Small pelagics (<30 cm),Anchovies,Other small pelagic fish,,high,inherited_model,Focal model adopts Tam et al. (2008) pp.353-354 membership (Chiaverano 2018 p.30); Anchoa nasus matches the printed species or recorded synonym. Peruvian hake spans three source size classes and uses fixed model catch weights.
Strangomera bentincki,Araucanian herring,Small pelagics (<30 cm),Herring-likes,Other small pelagic fish,,medium,analogue,"Other small planktivorous clupeiform, compared with source Anchoa nasus (Tam 2008 p.353); distinct from the named Sardinops and Engraulis stocks. This is an ecological extension to LME-wide catches."
Coryphaena hippurus,Common dolphinfish,Large pelagics (>=90 cm),Perch-likes,Other large pelagic fish,,high,inherited_model,Focal model adopts Tam et al. (2008) pp.353-354 membership (Chiaverano 2018 p.30); Coryphaena hippurus matches the printed species or recorded synonym. Peruvian hake spans three source size classes and uses fixed model catch weights.
Grimothea monodon,Squat Lobster,"Lobsters, crabs",Crustaceans,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Cervimunida johni,Carrot squat lobster,"Lobsters, crabs",Crustaceans,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Mugil cephalus,Flathead grey mullet,Large benthopelagics (>=90 cm),Perch-likes,Medium demersal fish,,high,inherited_model,Focal model adopts Tam et al. (2008) pp.353-354 membership (Chiaverano 2018 p.30); Mugil cephalus matches the printed species or recorded synonym. Peruvian hake spans three source size classes and uses fixed model catch weights.
Katsuwonus pelamis,Skipjack tuna,Large pelagics (>=90 cm),Tuna & billfishes,Other large pelagic fish,,medium,analogue,"Pelagic predatory fish extending the source Sarda/Coryphaena/Thunnus examples in Other large pelagic fish (Tam 2008 p.353); same feeding and water-column habitat, not a source-listed species."
Veneridae,Venus clams,Other demersal invertebrates,Molluscs,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Argopecten purpuratus,Peruvian calico scallop,Other demersal invertebrates,Molluscs,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Doryteuthis gahi,Patagonian squid,Cephalopods,Other fishes & inverts,Other cephalopods,,high,inherited_model,Focal model adopts Tam et al. (2008) pp.353-354 membership (Chiaverano 2018 p.30); Doryteuthis gahi matches the printed species or recorded synonym. Peruvian hake spans three source size classes and uses fixed model catch weights.
Odontesthes regia,Chilean silverside,Small pelagics (<30 cm),Other fishes & inverts,Small demersal fish,,high,inherited_model,Focal model adopts Tam et al. (2008) pp.353-354 membership (Chiaverano 2018 p.30); Odontesthes regia matches the printed species or recorded synonym. Peruvian hake spans three source size classes and uses fixed model catch weights.
Brama australis,Southern rays bream,Medium pelagics (30 - 89 cm),Perch-likes,Unresolved,,unresolved,none,No documented source member or sufficiently supported feeding-guild analogue established for Brama australis; source size/habitat labels alone do not resolve its placement.
Seriolella,"Warehous, butterfishes",Medium benthopelagics (30 - 89 cm),Perch-likes,Unresolved,,unresolved,none,No documented source member or sufficiently supported feeding-guild analogue established for Seriolella; source size/habitat labels alone do not resolve its placement.
Prionotus stephanophrys,Lumptail searobin,Medium demersals (30 - 89 cm),Scorpionfishes,Sea robin,,high,inherited_model,Focal model adopts Tam et al. (2008) pp.353-354 membership (Chiaverano 2018 p.30); Prionotus stephanophrys matches the printed species or recorded synonym. Peruvian hake spans three source size classes and uses fixed model catch weights.
Bivalvia,Clams,Other demersal invertebrates,Molluscs,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Mesodesma donacium,Macha clam,Other demersal invertebrates,Molluscs,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Sciaenidae,"Drums, croakers",Medium demersals (30 - 89 cm),Perch-likes,Small demersal fish | Medium sciaenids,,low,composite_split,"Analyst sciaenid extension: source explicitly separates Ctenosciaena into Small demersal fish and a Medium sciaenids pool (Tam 2008 p.353); the family label spans both, named medium croakers use the latter."
Gastropoda,Sea snails,Other demersal invertebrates,Molluscs,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Penaeidae,Commercial shrimps and prawns,Shrimps,Crustaceans,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Mustelus whitneyi,Humpback smooth-hound,Small to medium sharks (<90 cm),Sharks & rays,Benthic elasmobranchs,,medium,analogue,"Analyst habitat/feeding inference to benthic elasmobranchs or, for oceanic Mobula, the remaining Chondrichthyans pool (Tam 2008 pp.353-354; Table E separates benthivores from apex fish)."
Concholepas concholepas,False abalone,Other demersal invertebrates,Molluscs,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Mytilus chilensis,Chilean mussel,Other demersal invertebrates,Molluscs,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Thunnus albacares,Yellowfin tuna,Large pelagics (>=90 cm),Tuna & billfishes,Other large pelagic fish,,high,inherited_model,Focal model adopts Tam et al. (2008) pp.353-354 membership (Chiaverano 2018 p.30); Thunnus albacares matches the printed species or recorded synonym. Peruvian hake spans three source size classes and uses fixed model catch weights.
Cynoscion analis,Peruvian weakfish,Medium demersals (30 - 89 cm),Perch-likes,Medium sciaenids,,medium,analogue,"Analyst sciaenid extension: source explicitly separates Ctenosciaena into Small demersal fish and a Medium sciaenids pool (Tam 2008 p.353); the family label spans both, named medium croakers use the latter."
Paralonchurus peruanus,Peruvian banded croaker,Medium demersals (30 - 89 cm),Perch-likes,Medium sciaenids,,medium,analogue,"Analyst sciaenid extension: source explicitly separates Ctenosciaena into Small demersal fish and a Medium sciaenids pool (Tam 2008 p.353); the family label spans both, named medium croakers use the latter."
Thyrsites atun,Snoek,Large benthopelagics (>=90 cm),Perch-likes,Unresolved,,unresolved,none,No documented source member or sufficiently supported feeding-guild analogue established for Thyrsites atun; source size/habitat labels alone do not resolve its placement.
Heterocarpus reedi,Chilean nylon shrimp,Shrimps,Crustaceans,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Paralabrax humeralis,Peruvian rock seabass,Medium benthopelagics (30 - 89 cm),Perch-likes,Medium demersal fish,,high,inherited_model,Focal model adopts Tam et al. (2008) pp.353-354 membership (Chiaverano 2018 p.30); Paralabrax humeralis matches the printed species or recorded synonym. Peruvian hake spans three source size classes and uses fixed model catch weights.
Genypterus blacodes,Pink cusk-eel,Large bathydemersals (>=90 cm),Other fishes & inverts,Unresolved,,unresolved,none,"Source names Conger without a member list; snake eels and cusk-eels cannot be declared members from a shared eel-like shape, and the relevant demersal trophic analogue is not established."
Malacostraca,"Lobsters, crabs, shrimps, krill",Shrimps,Crustaceans,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Scombridae,"Mackerels, tunas, bonitos",Medium pelagics (30 - 89 cm),Perch-likes,Chub mackerel | Other large pelagic fish,0.690372817488 | 0.309627182512,medium,composite_split,Scombrid aggregate spans dedicated chub mackerel and other large pelagic predatory fishes including tuna/bonito (Tam 2008 p.353); fixed composition uses the identified scombrid genera.
Cilus gilberti,Corvina drum,Medium demersals (30 - 89 cm),Perch-likes,Medium sciaenids,,medium,analogue,"Analyst sciaenid extension: source explicitly separates Ctenosciaena into Small demersal fish and a Medium sciaenids pool (Tam 2008 p.353); the family label spans both, named medium croakers use the latter."
Pleuronectiformes,Flatfishes,Small to medium flatfishes (<90 cm),Flatfishes,Flatfish,,high,taxonomic_containment,Flatfish taxon falls within the source Flatfish pool; examples Paralichthys and Hippoglossina are given in Tam (2008) p.353.
Sprattus fuegensis,Falkland sprat,Small pelagics (<30 cm),Herring-likes,Other small pelagic fish,,medium,analogue,"Other small planktivorous clupeiform, compared with source Anchoa nasus (Tam 2008 p.353); distinct from the named Sardinops and Engraulis stocks. This is an ecological extension to LME-wide catches."
Prionace glauca,Blue shark,Large sharks (>=90 cm),Sharks & rays,Chondrichthyans,,medium,analogue,Analyst inference: pelagic predatory shark corresponds to Chondrichthyans after the benthic elasmobranch pool is excluded (Tam 2008 p.354; Table E apex predatory fish).
Isacia conceptionis,Cabinza grunt,Medium benthopelagics (30 - 89 cm),Perch-likes,Medium demersal fish,,low,analogue,"Analyst benthic-invertebrate-feeding demersal lineage, SAU Medium benthopelagics (30 - 89 cm), compared with the source Medium demersal fish guild (Supplement Table E); no exact membership documented."
Genypterus maculatus,Black cusk-eel,Medium demersals (30 - 89 cm),Other fishes & inverts,Unresolved,,unresolved,none,"Source names Conger without a member list; snake eels and cusk-eels cannot be declared members from a shared eel-like shape, and the relevant demersal trophic analogue is not established."
Batoidea,"Batoids, skates, rays, sawfishes",Large rays (>=90 cm),Sharks & rays,Benthic elasmobranchs,,medium,analogue,"Analyst habitat/feeding inference to benthic elasmobranchs or, for oceanic Mobula, the remaining Chondrichthyans pool (Tam 2008 pp.353-354; Table E separates benthivores from apex fish)."
Pyura chilensis,Red sea squirt,Other demersal invertebrates,Other fishes & inverts,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Dissostichus eleginoides,Patagonian toothfish,Large bathydemersals (>=90 cm),Perch-likes,Unresolved,,unresolved,none,"This is a southern/offshore demersal stock, not the explicitly modelled northern Peruvian hake Merluccius peruanus; the northern model has no corresponding named stock compartment."
Semele solida,Chilean semele,Other demersal invertebrates,Molluscs,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Ophichthus,Snake eel,Medium demersals (30 - 89 cm),Other fishes & inverts,Unresolved,,unresolved,none,"Source names Conger without a member list; snake eels and cusk-eels cannot be declared members from a shared eel-like shape, and the relevant demersal trophic analogue is not established."
Xiphias gladius,Swordfish,Large pelagics (>=90 cm),Tuna & billfishes,Unresolved,,unresolved,none,Billfish is outside the documented source examples and no oceanic billfish stock/feeding compartment is supplied; a coastal pelagic-piscivore analogy is insufficiently established.
Tawera gayi,Gay's little venus,Other demersal invertebrates,Molluscs,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Paralomis granulosa,Softshell red crab,"Lobsters, crabs",Crustaceans,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Isurus oxyrinchus,Shortfin mako,Large sharks (>=90 cm),Sharks & rays,Chondrichthyans,,medium,analogue,Analyst inference: pelagic predatory shark corresponds to Chondrichthyans after the benthic elasmobranch pool is excluded (Tam 2008 p.354; Table E apex predatory fish).
Lithodes,King crabs,"Lobsters, crabs",Crustaceans,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Caulolatilus,Pacific and Atlantic tilefishes,Medium demersals (30 - 89 cm),Perch-likes,Medium demersal fish,,low,analogue,"Analyst benthic-invertebrate-feeding demersal lineage, SAU Medium demersals (30 - 89 cm), compared with the source Medium demersal fish guild (Supplement Table E); no exact membership documented."
Salilota australis,Tadpole codling,Medium demersals (30 - 89 cm),Cod-likes,Unresolved,,unresolved,none,"This is a southern/offshore demersal stock, not the explicitly modelled northern Peruvian hake Merluccius peruanus; the northern model has no corresponding named stock compartment."
Pseudobatos planiceps,Pacific guitarfish,Small to medium rays (<90 cm),Sharks & rays,Benthic elasmobranchs,,medium,analogue,"Analyst habitat/feeding inference to benthic elasmobranchs or, for oceanic Mobula, the remaining Chondrichthyans pool (Tam 2008 pp.353-354; Table E separates benthivores from apex fish)."
Marine pelagic fishes not identified,Pelagic fishes,Medium pelagics (30 - 89 cm),Other fishes & inverts,Other small pelagic fish | Other large pelagic fish,,low,composite_split,"Analyst residual-catch composite, SAU Medium pelagics (30 - 89 cm). Candidate residual groups are constrained by source habitat and Table E feeding guilds; dedicated stocks are excluded. Catch-composition weights are estimated, not a source species list."
Coryphaena,Dolphinfishes,Large pelagics (>=90 cm),Perch-likes,Other large pelagic fish,,medium,analogue,"Pelagic predatory fish extending the source Sarda/Coryphaena/Thunnus examples in Other large pelagic fish (Tam 2008 p.353); same feeding and water-column habitat, not a source-listed species."
Paralichthys microps,Paralichthys microps,Small to medium flatfishes (<90 cm),Flatfishes,Flatfish,,high,taxonomic_containment,Flatfish taxon falls within the source Flatfish pool; examples Paralichthys and Hippoglossina are given in Tam (2008) p.353.
Selene peruviana,Peruvian moonfish,Small pelagics (<30 cm),Perch-likes,Other small pelagic fish,,low,analogue,"Analyst small schooling planktivorous/pelagic analogue to source Other small pelagic fish; the species is not in the source member list, and its SAU demersal/size class may differ."
Lithodes santolla,Southern king crab,"Lobsters, crabs",Crustaceans,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Scomberomorus sierra,Pacific sierra,Large pelagics (>=90 cm),Perch-likes,Other large pelagic fish,,medium,analogue,"Pelagic predatory fish extending the source Sarda/Coryphaena/Thunnus examples in Other large pelagic fish (Tam 2008 p.353); same feeding and water-column habitat, not a source-listed species."
Paralichthyidae,Largetooth flounders,Small to medium flatfishes (<90 cm),Flatfishes,Flatfish,,high,taxonomic_containment,Flatfish taxon falls within the source Flatfish pool; examples Paralichthys and Hippoglossina are given in Tam (2008) p.353.
Larimus pacificus,Pacific drum,Small pelagics (<30 cm),Perch-likes,Medium sciaenids,,medium,analogue,"Analyst sciaenid extension: source explicitly separates Ctenosciaena into Small demersal fish and a Medium sciaenids pool (Tam 2008 p.353); the family label spans both, named medium croakers use the latter."
Mulinia,Taquilla clams,Other demersal invertebrates,Molluscs,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Mollusca,"Clams, seasnails, squids, octopuses",Other demersal invertebrates,Molluscs,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Seriolella caerulea,White warehou,Medium bathypelagics (30 - 89 cm),Perch-likes,Unresolved,,unresolved,none,The 4-16 S coastal model lacks a documented deep pelagic stock or comparable feeding compartment for this taxon.
Sphyrna zygaena,Smooth hammerhead,Large sharks (>=90 cm),Sharks & rays,Chondrichthyans,,medium,analogue,Analyst inference: pelagic predatory shark corresponds to Chondrichthyans after the benthic elasmobranch pool is excluded (Tam 2008 p.354; Table E apex predatory fish).
Leukoma thaca,Taca clam,Other demersal invertebrates,Molluscs,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Serranidae,"Basses, groupers, hinds",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Medium demersal fish,,low,analogue,"Analyst family/genus extension from source Paralabrax humeralis and Hemanthias peruanus to the Medium demersal fish pool (Tam 2008 p.353); species diets vary, so this is low confidence."
Beryx splendens,Splendid alfonsino,Medium benthopelagics (30 - 89 cm),Other fishes & inverts,Unresolved,,unresolved,none,No documented source member or sufficiently supported feeding-guild analogue established for Beryx splendens; source size/habitat labels alone do not resolve its placement.
Choromytilus chorus,Choro mussel,Other demersal invertebrates,Molluscs,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Zearaja chilensis,Yellownose skate,Small to medium rays (<90 cm),Sharks & rays,Benthic elasmobranchs,,medium,analogue,"Analyst habitat/feeding inference to benthic elasmobranchs or, for oceanic Mobula, the remaining Chondrichthyans pool (Tam 2008 pp.353-354; Table E separates benthivores from apex fish)."
Ameghinomya antiqua,Cancellated clam,Other demersal invertebrates,Molluscs,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Fissurella maxima,giant keyhole limpet,Other demersal invertebrates,Molluscs,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Tagelus dombeii,Hard razor clam,Other demersal invertebrates,Molluscs,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Stromateus stellatus,Starry butterfish,Small benthopelagics (<30 cm),Perch-likes,Butter fishes,,high,inherited_model,Focal model adopts Tam et al. (2008) pp.353-354 membership (Chiaverano 2018 p.30); Stromateus stellatus matches the printed species or recorded synonym. Peruvian hake spans three source size classes and uses fixed model catch weights.
Taliepus dentatus,Spider crabs,"Lobsters, crabs",Crustaceans,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Seriolella punctata,Silver warehou,Medium benthopelagics (30 - 89 cm),Perch-likes,Unresolved,,unresolved,none,No documented source member or sufficiently supported feeding-guild analogue established for Seriolella punctata; source size/habitat labels alone do not resolve its placement.
Haemulidae,"Grunts, sweetlips, bonnetmouths",Medium demersals (30 - 89 cm),Perch-likes,Medium demersal fish,,low,analogue,"Analyst benthic-invertebrate-feeding demersal lineage, SAU Medium demersals (30 - 89 cm), compared with the source Medium demersal fish guild (Supplement Table E); no exact membership documented."
Ensis macha,Razor clam,Other demersal invertebrates,Molluscs,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Odontocymbiola magellanica,Magellanic volute,Other demersal invertebrates,Molluscs,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Thunnus obesus,Bigeye tuna,Large pelagics (>=90 cm),Tuna & billfishes,Other large pelagic fish,,medium,analogue,"Pelagic predatory fish extending the source Sarda/Coryphaena/Thunnus examples in Other large pelagic fish (Tam 2008 p.353); same feeding and water-column habitat, not a source-listed species."
Alopias vulpinus,Thresher,Large sharks (>=90 cm),Sharks & rays,Chondrichthyans,,medium,analogue,Analyst inference: pelagic predatory shark corresponds to Chondrichthyans after the benthic elasmobranch pool is excluded (Tam 2008 p.354; Table E apex predatory fish).
Elasmobranchii,"Sharks, rays, skates",Large sharks (>=90 cm),Sharks & rays,Benthic elasmobranchs | Chondrichthyans,,low,composite_split,Coarse cartilaginous-fish label spans source benthic elasmobranchs and apex Chondrichthyans; source does not supply a species-level split.
Haliporoides diomedeae,Chilean knife shrimp,Shrimps,Crustaceans,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Chirodactylus variegatus,Peruvian morwong,Medium benthopelagics (30 - 89 cm),Perch-likes,Medium demersal fish,,low,analogue,"Analyst benthic-invertebrate-feeding demersal lineage, SAU Medium benthopelagics (30 - 89 cm), compared with the source Medium demersal fish guild (Supplement Table E); no exact membership documented."
Teuthida,Squids,Cephalopods,Other fishes & inverts,Jumbo squid | Other cephalopods,0.945693644112 | 0.0543063558876,medium,composite_split,"Unidentified squids span explicitly modelled Dosidicus gigas and other cephalopods; fixed weights use identified squid catch, excluding octopods."
Ostrea chilensis,Chilean flat oyster,Other demersal invertebrates,Molluscs,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Prolatilus jugularis,Pacific sandperch,Medium demersals (30 - 89 cm),Perch-likes,Medium demersal fish,,low,analogue,"Analyst benthic-invertebrate-feeding demersal lineage, SAU Medium demersals (30 - 89 cm), compared with the source Medium demersal fish guild (Supplement Table E); no exact membership documented."
Austromegabalanus psittacus,Giant barnacle,Other demersal invertebrates,Crustaceans,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Decapoda,"Crabs, lobsters, shrimps","Lobsters, crabs",Crustaceans,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Pseudograpsus setosus,Jaiba peluda,"Lobsters, crabs",Crustaceans,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Chorus giganteus,Top shell whelk,Other demersal invertebrates,Molluscs,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
