taxon,common_name,functional_group,commercial_group,group,weights,confidence,evidence,explanation
Scombridae,"Mackerels, tunas, bonitos",Medium pelagics (30 - 89 cm),Perch-likes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
Sparidae,"Porgies, seabreams",Medium benthopelagics (30 - 89 cm),Perch-likes,Benthopelagic fish,,low,habitat_size_guild,"Analyst habitat match to final-table Benthopelagic fish. Appendix 6.1.21-22 pp.337-338 separately describes small and large pools, but only one survives in the authoritative table; its size composition remains uncertain."
Sciaenidae,"Drums, croakers",Medium demersals (30 - 89 cm),Perch-likes,Croakers (≤ 30 cm) | Juvenile large croakers | Croakers (> 30 cm),model_catch,low,composite_split,Appendix 6.1.17-18 pp.333-335 separates small-species croakers and two large-croaker stanzas; Larimichthys crocea is explicitly large. For other sciaenids the candidate set uses SAU size only as inference; model_catch avoids an invented stage allocation.
Dendrobranchiata,Shrimps and prawns,Shrimps,Crustaceans,Shrimps,,high,taxonomic_containment,Stomatopods belong to the residual benthic crustaceans; other shrimp taxa belong to Shrimps after the explicitly separated Acetes records (Appendix 6.1 pp.323-326).
Sardinella,Sardinellas,Small pelagics (<30 cm),Herring-likes,Pelagic fish (≤ 30 cm),,medium,habitat_size_guild,"Source small-pelagic pool explicitly includes sardines, thryssa and anchovies (Appendix 6.1.23 p.338); extension to the catch lineage uses SAU size as a proxy and is not a full species list."
Marine finfishes not identified,Finfishes,Medium demersals (30 - 89 cm),Other fishes & inverts,Demesral fish (≤ 30 cm) | Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,low,composite_split,"Analyst coarse-catch inference from SAU Medium demersals (30 - 89 cm) to residual habitat/size pools in Appendix 6.1 pp.335-339, excluding dedicated named taxa; period model catch weights preserve stanza selectivity."
Priacanthus,Bigeyes,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Bigeyes (priacanthids),,high,taxonomic_containment,Appendix 6.1 pp.327-335 defines Bigeyes (priacanthids) by this family or explicitly names Priacanthus; dedicated source placement overrides the SAU class Medium reef assoc. fish (30 - 89 cm).
Penaeidae,Commercial shrimps and prawns,Shrimps,Crustaceans,Shrimps,,high,taxonomic_containment,Stomatopods belong to the residual benthic crustaceans; other shrimp taxa belong to Shrimps after the explicitly separated Acetes records (Appendix 6.1 pp.323-326).
Loliginidae,Common pencil squids,Cephalopods,Other fishes & inverts,Cephalopods,,high,taxonomic_containment,"Cephalopoda is contained by the single source Cephalopods group, Appendix 6.1.8 pp.326-327."
Scomber japonicus,Pacific chub mackerel,Medium pelagics (30 - 89 cm),Perch-likes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
Portunus trituberculatus,Gazami crab,"Lobsters, crabs",Crustaceans,Crabs,,high,taxonomic_containment,"Source benthic crustaceans exclude shrimps and crabs (Appendix 6.1.5 p.324); lobsters remain in that residual, while true crabs use Crabs."
Monacanthidae,Filefishes,Medium reef assoc. fish (30 - 89 cm),Other fishes & inverts,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Trachysalambria curvirostris,Southern rough shrimp,Shrimps,Crustaceans,Shrimps,,high,taxonomic_containment,Stomatopods belong to the residual benthic crustaceans; other shrimp taxa belong to Shrimps after the explicitly separated Acetes records (Appendix 6.1 pp.323-326).
Larimichthys crocea,Large yellow croaker,Medium benthopelagics (30 - 89 cm),Perch-likes,Juvenile large croakers | Croakers (> 30 cm),model_catch,medium,composite_split,Appendix 6.1.17-18 pp.333-335 separates small-species croakers and two large-croaker stanzas; Larimichthys crocea is explicitly large. For other sciaenids the candidate set uses SAU size only as inference; model_catch avoids an invented stage allocation.
Clupeidae,"Herrings, sardines, menhadens",Small pelagics (<30 cm),Herring-likes,Pelagic fish (≤ 30 cm) | Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,low,composite_split,Coarse clupeiform/clupeid catch can include species below and above the source 30 cm boundary; its SAU small-pelagic class does not prove all fish belong to small species. The large-species portion is split across source stanzas by period model catch.
Muraenesox cinereus,Daggertooth pike conger,Large demersals (>=90 cm),Other fishes & inverts,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Portunus pelagicus,Blue swimming crab,"Lobsters, crabs",Crustaceans,Crabs,,high,taxonomic_containment,"Source benthic crustaceans exclude shrimps and crabs (Appendix 6.1.5 p.324); lobsters remain in that residual, while true crabs use Crabs."
Engraulidae,"Anchovies, round herrings",Small pelagics (<30 cm),Anchovies,Pelagic fish (≤ 30 cm),,medium,habitat_size_guild,"Source small-pelagic pool explicitly includes sardines, thryssa and anchovies (Appendix 6.1.23 p.338); extension to the catch lineage uses SAU size as a proxy and is not a full species list."
Pampus,Silver pomfrets,Medium benthopelagics (30 - 89 cm),Perch-likes,Pomfret (stromateids),,high,taxonomic_containment,Appendix 6.1 pp.327-335 defines Pomfret (stromateids) by this family or explicitly names Pampus; dedicated source placement overrides the SAU class Medium benthopelagics (30 - 89 cm).
Nemipteridae,"Threadfins, whiptail breams",Small demersals (<30 cm),Perch-likes,Threadfin bream (nemipterids),,high,taxonomic_containment,Appendix 6.1 pp.327-335 defines Threadfin bream (nemipterids) by this family or explicitly names Nemipteridae; dedicated source placement overrides the SAU class Small demersals (<30 cm).
Sepiidae,Cuttlefishes,Cephalopods,Other fishes & inverts,Cephalopods,,high,taxonomic_containment,"Cephalopoda is contained by the single source Cephalopods group, Appendix 6.1.8 pp.326-327."
Decapterus,Scads,Medium pelagics (30 - 89 cm),Perch-likes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
Teuthida,Squids,Cephalopods,Other fishes & inverts,Cephalopods,,high,taxonomic_containment,"Cephalopoda is contained by the single source Cephalopods group, Appendix 6.1.8 pp.326-327."
Saurida tumbil,Greater lizardfish,Medium demersals (30 - 89 cm),Other fishes & inverts,Lizard fish (synodontids),,high,explicit_member,Appendix 6.1 pp.327-335 defines Lizard fish (synodontids) by this family or explicitly names Saurida tumbil; dedicated source placement overrides the SAU class Medium demersals (30 - 89 cm).
Scombroidei,"Tunas, bonitos, billfishes",Large pelagics (>=90 cm),Tuna & billfishes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
Decapoda,"Crabs, lobsters, shrimps","Lobsters, crabs",Crustaceans,Zooplankton | Benthic crustaceans | Shrimps | Crabs,,low,composite_split,"Coarse crustacean label spans source Acetes in Zooplankton, other shrimps, crabs and residual benthic crustaceans (Appendix 6.1 pp.323-326); Sergestidae is restricted to the first two. Source membership precedes SAU habitat class."
Auxis thazard,Frigate tuna,Medium pelagics (30 - 89 cm),Tuna & billfishes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
Priacanthidae,"Bigeyes, catalufas",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Bigeyes (priacanthids),,high,taxonomic_containment,Appendix 6.1 pp.327-335 defines Bigeyes (priacanthids) by this family or explicitly names Priacanthidae; dedicated source placement overrides the SAU class Medium reef assoc. fish (30 - 89 cm).
Ariidae,"Sea catfishes, coblers",Medium demersals (30 - 89 cm),Other fishes & inverts,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Sepiida,"Cuttlefishes, bobtail squids",Cephalopods,Other fishes & inverts,Cephalopods,,high,taxonomic_containment,"Cephalopoda is contained by the single source Cephalopods group, Appendix 6.1.8 pp.326-327."
Harpadon nehereus,Bombay-duck,Medium benthopelagics (30 - 89 cm),Other fishes & inverts,Lizard fish (synodontids),,high,taxonomic_containment,Appendix 6.1 pp.327-335 defines Lizard fish (synodontids) by this family or explicitly names Harpadon nehereus; dedicated source placement overrides the SAU class Medium benthopelagics (30 - 89 cm).
Squillidae,Squilla mantis shrimps,Shrimps,Crustaceans,Benthic crustaceans,,high,taxonomic_containment,Stomatopods belong to the residual benthic crustaceans; other shrimp taxa belong to Shrimps after the explicitly separated Acetes records (Appendix 6.1 pp.323-326).
Todarodes pacificus,Japanese flying squid,Cephalopods,Other fishes & inverts,Cephalopods,,high,taxonomic_containment,"Cephalopoda is contained by the single source Cephalopods group, Appendix 6.1.8 pp.326-327."
Elasmobranchii,"Sharks, rays, skates",Large sharks (>=90 cm),Sharks & rays,Demersal sharks and rays | Pelagic sharks and rays,,low,composite_split,Coarse or habitat-ambiguous elasmobranch record spans the two source habitat compartments; SAU shark/ray size is insufficient to select one.
Rastrelliger brachysoma,Short mackerel,Medium pelagics (30 - 89 cm),Perch-likes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
Chondrichthyes,"Sharks, rays, chimaeras",Large sharks (>=90 cm),Sharks & rays,Demersal sharks and rays | Pelagic sharks and rays,,low,composite_split,Coarse or habitat-ambiguous elasmobranch record spans the two source habitat compartments; SAU shark/ray size is insufficient to select one.
Thunnus albacares,Yellowfin tuna,Large pelagics (>=90 cm),Tuna & billfishes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
Stolephorus,Garment anchovies,Small pelagics (<30 cm),Anchovies,Pelagic fish (≤ 30 cm),,medium,habitat_size_guild,"Source small-pelagic pool explicitly includes sardines, thryssa and anchovies (Appendix 6.1.23 p.338); extension to the catch lineage uses SAU size as a proxy and is not a full species list."
Scomberomorus commerson,Narrow-barred Spanish mackerel,Large pelagics (>=90 cm),Perch-likes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
Rastrelliger kanagurta,Indian mackerel,Medium pelagics (30 - 89 cm),Perch-likes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
Rastrelliger,Indian mackerels,Medium pelagics (30 - 89 cm),Perch-likes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
Epinephelus,"Seabasses, hinds",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Adult groupers,,high,taxonomic_containment,Appendix 6.1 pp.327-335 defines Adult groupers by this family or explicitly names Epinephelus; dedicated source placement overrides the SAU class Medium reef assoc. fish (30 - 89 cm).
Mullidae,Goatfishes,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Decapterus macrosoma,Shortfin scad,Medium pelagics (30 - 89 cm),Perch-likes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
Katsuwonus pelamis,Skipjack tuna,Large pelagics (>=90 cm),Tuna & billfishes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
Penaeus chinensis,Fleshy prawn,Shrimps,Crustaceans,Shrimps,,high,taxonomic_containment,Stomatopods belong to the residual benthic crustaceans; other shrimp taxa belong to Shrimps after the explicitly separated Acetes records (Appendix 6.1 pp.323-326).
Selaroides leptolepis,Yellowstripe scad,Small pelagics (<30 cm),Perch-likes,Pelagic fish (≤ 30 cm),,medium,habitat_size_guild,Analyst habitat/size inference: SAU small-pelagic class matches the source <=30 cm pelagic pool after dedicated source taxa were handled (Appendix 6.1.23 p.338).
Mugilidae,"Mullets, grey mullets",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Ilisha elongata,Elongate ilisha,Medium pelagics (30 - 89 cm),Herring-likes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
Sardinops sagax,South American pilchard,Medium pelagics (30 - 89 cm),Herring-likes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
Sardinella lemuru,Bali sardinella,Small pelagics (<30 cm),Herring-likes,Pelagic fish (≤ 30 cm),,medium,habitat_size_guild,"Source small-pelagic pool explicitly includes sardines, thryssa and anchovies (Appendix 6.1.23 p.338); extension to the catch lineage uses SAU size as a proxy and is not a full species list."
Coryphaena hippurus,Common dolphinfish,Large pelagics (>=90 cm),Perch-likes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
Cololabis saira,Pacific saury,Medium pelagics (30 - 89 cm),Other fishes & inverts,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
Netuma thalassina,Giant catfish,Large demersals (>=90 cm),Other fishes & inverts,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Priacanthus macracanthus,Red bigeye,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Bigeyes (priacanthids),,high,taxonomic_containment,Appendix 6.1 pp.327-335 defines Bigeyes (priacanthids) by this family or explicitly names Priacanthus macracanthus; dedicated source placement overrides the SAU class Medium reef assoc. fish (30 - 89 cm).
Nemipterus virgatus,Golden threadfin bream,Medium demersals (30 - 89 cm),Perch-likes,Threadfin bream (nemipterids),,high,explicit_member,Appendix 6.1 pp.327-335 defines Threadfin bream (nemipterids) by this family or explicitly names Nemipterus virgatus; dedicated source placement overrides the SAU class Medium demersals (30 - 89 cm).
Parastromateus niger,Black pomfret,Medium benthopelagics (30 - 89 cm),Perch-likes,Benthopelagic fish,,low,habitat_size_guild,"Analyst habitat match to final-table Benthopelagic fish. Appendix 6.1.21-22 pp.337-338 separately describes small and large pools, but only one survives in the authoritative table; its size composition remains uncertain."
Mugil cephalus,Flathead grey mullet,Large benthopelagics (>=90 cm),Perch-likes,Benthopelagic fish,,low,habitat_size_guild,"Analyst habitat match to final-table Benthopelagic fish. Appendix 6.1.21-22 pp.337-338 separately describes small and large pools, but only one survives in the authoritative table; its size composition remains uncertain."
Cephalopoda,"Squids, cuttlefishes, octopuses",Cephalopods,Other fishes & inverts,Cephalopods,,high,taxonomic_containment,"Cephalopoda is contained by the single source Cephalopods group, Appendix 6.1.8 pp.326-327."
Leiognathus,Ponyfishes,Small benthopelagics (<30 cm),Perch-likes,Benthopelagic fish,,low,habitat_size_guild,"Analyst habitat match to final-table Benthopelagic fish. Appendix 6.1.21-22 pp.337-338 separately describes small and large pools, but only one survives in the authoritative table; its size composition remains uncertain."
Octopodidae,Octopuses,Cephalopods,Other fishes & inverts,Cephalopods,,high,taxonomic_containment,"Cephalopoda is contained by the single source Cephalopods group, Appendix 6.1.8 pp.326-327."
Dasyatis,Rough whip stingrays,Large rays (>=90 cm),Sharks & rays,Demersal sharks and rays,,medium,habitat_size_guild,"Demersal/benthic ray or houndshark lineage matches the demersal elasmobranch definition, Appendix 6.1.25 p.340; species placement is analyst inference."
Euthynnus affinis,Kawakawa,Large pelagics (>=90 cm),Tuna & billfishes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
Auxis,Bullet and frigate tunas,Medium pelagics (30 - 89 cm),Tuna & billfishes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
Pampus argenteus,Silver pomfret,Medium benthopelagics (30 - 89 cm),Perch-likes,Pomfret (stromateids),,high,taxonomic_containment,Appendix 6.1 pp.327-335 defines Pomfret (stromateids) by this family or explicitly names Pampus argenteus; dedicated source placement overrides the SAU class Medium benthopelagics (30 - 89 cm).
Spratelloides gracilis,Silver-stripe round herring,Small pelagics (<30 cm),Herring-likes,Pelagic fish (≤ 30 cm),,medium,habitat_size_guild,"Source small-pelagic pool explicitly includes sardines, thryssa and anchovies (Appendix 6.1.23 p.338); extension to the catch lineage uses SAU size as a proxy and is not a full species list."
Bivalvia,Clams,Other demersal invertebrates,Molluscs,Non-ceph molluscs,,high,taxonomic_containment,"Taxonomic containment in the source benthos subdivision (Appendix 6.1.5 pp.324-325), keeping non-cephalopod molluscs separate from echinoderms and sessile invertebrates."
Dussumieria,Rainbow sardines,Small pelagics (<30 cm),Herring-likes,Pelagic fish (≤ 30 cm),,medium,habitat_size_guild,"Source small-pelagic pool explicitly includes sardines, thryssa and anchovies (Appendix 6.1.23 p.338); extension to the catch lineage uses SAU size as a proxy and is not a full species list."
Carcharhinus,Sharp-nosed sharks,Large sharks (>=90 cm),Sharks & rays,Demersal sharks and rays | Pelagic sharks and rays,,low,composite_split,Coarse or habitat-ambiguous elasmobranch record spans the two source habitat compartments; SAU shark/ray size is insufficient to select one.
Lutjanus,Snappers,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Snappers,,high,taxonomic_containment,Appendix 6.1 pp.327-335 defines Snappers by this family or explicitly names Lutjanus; dedicated source placement overrides the SAU class Medium reef assoc. fish (30 - 89 cm).
Penaeus merguiensis,Banana prawn,Shrimps,Crustaceans,Shrimps,,high,taxonomic_containment,Stomatopods belong to the residual benthic crustaceans; other shrimp taxa belong to Shrimps after the explicitly separated Acetes records (Appendix 6.1 pp.323-326).
Octopoda,"Octopuses, argonauts",Cephalopods,Other fishes & inverts,Cephalopods,,high,taxonomic_containment,"Cephalopoda is contained by the single source Cephalopods group, Appendix 6.1.8 pp.326-327."
Clupanodon thrissa,Chinese gizzard shad,Small pelagics (<30 cm),Herring-likes,Pelagic fish (≤ 30 cm),,medium,habitat_size_guild,"Source small-pelagic pool explicitly includes sardines, thryssa and anchovies (Appendix 6.1.23 p.338); extension to the catch lineage uses SAU size as a proxy and is not a full species list."
Sardinella fimbriata,Fringescale sardinella,Small pelagics (<30 cm),Herring-likes,Pelagic fish (≤ 30 cm),,medium,habitat_size_guild,"Source small-pelagic pool explicitly includes sardines, thryssa and anchovies (Appendix 6.1.23 p.338); extension to the catch lineage uses SAU size as a proxy and is not a full species list."
Ruvettus pretiosus,Oilfish,Large benthopelagics (>=90 cm),Perch-likes,Unresolved,,unresolved,none,Northern continental-shelf model lacks a documented oceanic billfish or deep-pelagic compartment; assigning coastal juvenile/adult pelagic SPPR would be unsupported.
Lates calcarifer,Barramundi,Large demersals (>=90 cm),Perch-likes,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Carangoides,Trevallies,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference: pelagic carangid lineage, excluding source dedicated stocks; unaged >30 cm records span juvenile/adult large pelagics (Appendix 6.1.23-24). Family-level Carangidae also includes the small pool."
Scomberomorus niphonius,Japanese Spanish mackerel,Large pelagics (>=90 cm),Perch-likes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
Megalaspis cordyla,Torpedo scad,Medium pelagics (30 - 89 cm),Perch-likes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference: pelagic carangid lineage, excluding source dedicated stocks; unaged >30 cm records span juvenile/adult large pelagics (Appendix 6.1.23-24). Family-level Carangidae also includes the small pool."
Scomberomorus guttatus,Indo-Pacific king mackerel,Medium pelagics (30 - 89 cm),Perch-likes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
Atrobucca nibe,Blackmouth croaker,Medium demersals (30 - 89 cm),Perch-likes,Juvenile large croakers | Croakers (> 30 cm),model_catch,low,composite_split,Appendix 6.1.17-18 pp.333-335 separates small-species croakers and two large-croaker stanzas; Larimichthys crocea is explicitly large. For other sciaenids the candidate set uses SAU size only as inference; model_catch avoids an invented stage allocation.
Trichiuridae,Cutlassfishes,Large benthopelagics (>=90 cm),Perch-likes,Juvenile Hairtail (trichiurids) | Adult hairtail (trichiurids),model_catch,medium,composite_split,"Appendix 6.1.12 pp.329-330 divides Trichiuridae at 18 months. Catch has no life-stage field; fixed juvenile/adult weights use this period model catch, retaining its reported selectivity."
