source_article_id,title,doi,landing_page,zotero_key,zotero_doi,zotero_url,download_attempt_count,download_status,main_file_status,downloaded_file_count,download_failure_reason
TIH-1997,"Trophic functioning of the Tiahura reef sector, Moorea Island, French Polynesia",10.1007/s003380050079,https://link.springer.com/article/10.1007/s003380050079,,,,2,no_verified_file,no_verified_main_file,0,No source file verified in this archive. See source link and retrieval log; this is not proof that the material is unavailable everywhere.
BOB-2014-EXPLORATORY,An exploratory ecosystem model of the Bay of Bengal Large Marine Ecosystem,,https://www.boblme.org/documentRepository/BOBLME-2014-Ecology-09.pdf,,,,2,no_verified_file,no_verified_main_file,0,No source file verified in this archive. See source link and retrieval log; this is not proof that the material is unavailable everywhere.
NZ-2021-TBGB,"From data compilation to model validation: comparing three ecosystem models of the Tasman and Golden Bays, New Zealand",10.7717/peerj.11712,https://peerj.com/articles/11712/,7IJUGDGI,10.7717/peerj.11712,https://peerj.com/articles/11712,13,downloaded_verified,no_verified_main_file,2,
MADEIRA-2024,Food web of the oceanic region of the archipelago of Madeira: The role of marine megafauna in the subtropical northeast Atlantic ecosystem,10.1016/j.marenvres.2024.106382,https://doi.org/10.1016/j.marenvres.2024.106382,Y4RYEX5V,10.1016/j.marenvres.2024.106382,https://www.sciencedirect.com/science/article/pii/S0141113624000436,4,no_verified_file,no_verified_main_file,0,No source file verified in this archive. See source link and retrieval log; this is not proof that the material is unavailable everywhere.
PEI-2014,An ecosystem model of the Prince Edward Island archipelago,10.1016/j.ecolmodel.2014.09.008,https://www.sciencedirect.com/science/article/abs/pii/S0304380014004232,A563RBPX,10.1016/j.ecolmodel.2014.09.008,https://www.sciencedirect.com/science/article/pii/S0304380014004232,6,no_verified_file,no_verified_main_file,0,No source file verified in this archive. See source link and retrieval log; this is not proof that the material is unavailable everywhere.
LME007-Buchheister-2017,Technical Documentation of the Northwest Atlantic Continental Shelf (NWACS) Ecosystem Model,,https://hjort.cbl.umces.edu/NWACS/TS_694_17_NWACS_Model_Documentation.pdf,,,,2,no_verified_file,no_verified_main_file,0,No source file verified in this archive. See source link and retrieval log; this is not proof that the material is unavailable everywhere.
LME031-Wabnitz-2020,"Ecosystem modelling to support fisheries management efforts in the Nyali-Mombasa area, coastal Kenya",10.14288/1.0395032,https://doi.org/10.14288/1.0395032,,,,9,no_verified_file,no_verified_main_file,0,No source file verified in this archive. See source link and retrieval log; this is not proof that the material is unavailable everywhere.
LME037-Bacalso-2014,Trophic flow structure of the Danajon ecosystem (Central Philippines) and impacts of illegal and destructive fishing practices,10.1016/j.jmarsys.2014.05.014,https://doi.org/10.1016/j.jmarsys.2014.05.014,,,,5,no_verified_file,no_verified_main_file,0,No source file verified in this archive. See source link and retrieval log; this is not proof that the material is unavailable everywhere.
LME047-Cheng-2009,Mass-balance ecosystem model of the East China Sea,10.1016/j.pnsc.2009.03.003,https://www.sciencedirect.com/science/article/pii/S1002007109001695,,,,8,no_verified_file,no_verified_main_file,0,No source file verified in this archive. See source link and retrieval log; this is not proof that the material is unavailable everywhere.
LME047-Li-2012,Fisheries impact on the East China Sea Shelf ecosystem for 1969–2000,10.1007/s10152-011-0278-8,https://link.springer.com/article/10.1007/s10152-011-0278-8,,,,11,downloaded_verified,no_verified_main_file,1,
LME036-DeepSeep-2020,Trophic model of a deep-sea ecosystem with methane seeps in the South China Sea,10.1016/j.dsr.2020.103251,https://www.sciencedirect.com/science/article/pii/S096706372030039X,,,,6,no_verified_file,no_verified_main_file,0,No source file verified in this archive. See source link and retrieval log; this is not proof that the material is unavailable everywhere.
