source_article_id,title,doi,landing_page,zotero_key,zotero_doi,zotero_url,download_attempt_count,download_status,main_file_status,downloaded_file_count,download_failure_reason
GOT-2003,Trophic model of the coastal fisheries ecosystem in the Gulf of Thailand,,https://hdl.handle.net/20.500.12348/2140,,,,6,downloaded_verified,downloaded_verified,1,
NS-2014,Building an Ecopath with Ecosim model of the North Sea,,https://ecobase.ecopath.org/index.php?action=base&m_EEZ=353,,,,1,no_verified_file,no_verified_main_file,0,No source file verified in this archive. See source link and retrieval log; this is not proof that the material is unavailable everywhere.
NS-2025,Historical ecosystem models can serve as a baseline for indicator-based assessment: the North Sea,10.3389/fmars.2025.1646031,https://doi.org/10.3389/fmars.2025.1646031,BRC3AI4H,10.3389/fmars.2025.1646031,,8,downloaded_verified,downloaded_verified,3,
KUR-2019,"Ecosystem modeling in the western North Pacific using Ecopath, with a focus on small pelagic fishes",,https://www.jstor.org/stable/26789798,G8TQWQKR,10.3354/meps12508,https://www.int-res.com/abstracts/meps/v617-618/p295-305,6,no_verified_file,no_verified_main_file,0,No source file verified in this archive. See source link and retrieval log; this is not proof that the material is unavailable everywhere.
KUR-2025,Ecosystem structure and trophodynamics in the Kuroshio–Oyashio Extension area,10.1016/j.ecolmodel.2025.111152,https://doi.org/10.1016/j.ecolmodel.2025.111152,F6F97PHZ,10.1016/j.ecolmodel.2025.111152,https://www.sciencedirect.com/science/article/pii/S0304380025001371,4,no_verified_file,no_verified_main_file,0,No source file verified in this archive. See source link and retrieval log; this is not proof that the material is unavailable everywhere.
INDO-1999,Marine ecosystem and fisheries in the Java Sea: an Ecopath assessment,,https://ecobase.ecopath.org/php/protect/base_model.php?action=base&model=410,,,,1,no_verified_file,no_verified_main_file,0,No source file verified in this archive. See source link and retrieval log; this is not proof that the material is unavailable everywhere.
YS-2013,Ecopath assessment of the Yellow Sea ecosystem,,https://ecobase.ecopath.org/,F96YHXTI,10.1007/s00343-013-2013-6,https://doi.org/10.1007/s00343-013-2013-6,3,no_verified_file,no_verified_main_file,0,No source file verified in this archive. See source link and retrieval log; this is not proof that the material is unavailable everywhere.
YS-2022,Differences between artificial-reef and natural-reef ecosystem characteristics in the Yellow Sea,10.3389/fmars.2022.911714,https://doi.org/10.3389/fmars.2022.911714,IGU5KIUF,10.3389/fmars.2022.911714,https://www.frontiersin.org/articles/10.3389/fmars.2022.911714,9,downloaded_verified,downloaded_verified,1,
WCP-2007,An Ecopath with Ecosim model of the Western and Central Pacific Ocean warm-pool pelagic ecosystem,,https://meetings.wcpfc.int/node/6157,,,,2,downloaded_verified,downloaded_verified,1,
SOJ-2023,"Impacts of regime shift on the fishery ecosystem in coastal Kyoto, Sea of Japan",10.1007/s12562-023-01691-9,https://doi.org/10.1007/s12562-023-01691-9,BG6TBCAI,10.1007/s12562-023-01691-9,https://doi.org/10.1007/s12562-023-01691-9,8,downloaded_verified,downloaded_verified,2,
PAT-2005,"Multispecies modelling of northern and central Patagonia, Argentina",10.1139/f05-087,https://doi.org/10.1111/j.1365-2176.2005.00267.x,,,,2,no_verified_file,no_verified_main_file,0,No source file verified in this archive. See source link and retrieval log; this is not proof that the material is unavailable everywhere.
PAT-2023,Wasp-waist structure of the Falkland Shelf ecosystem and the role of Doryteuthis gahi,10.1017/S0025315423000887,https://www.cambridge.org/core/journals/journal-of-the-marine-biological-association-of-the-united-kingdom/article/unveiling-the-waspwaist-structure-of-the-falkland-shelf-ecosystem-the-role-of-doryteuthis-gahi-as-a-keystone-species-and-its-trophic-influences/1E8E9FA78843E0E5DB4F89D52469B698,,,,6,downloaded_verified,downloaded_verified,3,
CAL-2016,Developing a high taxonomic resolution food web model to assess the functional role of forage fish in the California Current ecosystem,10.1016/j.ecolmodel.2016.05.010,https://doi.org/10.1016/j.ecolmodel.2016.05.010,QH2VY9QS,10.1016/j.ecolmodel.2016.05.010,https://www.sciencedirect.com/science/article/pii/S0304380016301909,5,downloaded_verified,downloaded_verified,2,
CELT-2016,An Ecopath with Ecosim and Ecospace model for the Celtic Sea,10.13140/RG.2.2.26937.36965,https://doi.org/10.13140/RG.2.2.26937.36965,DWJJHNR6,10.13140/RG.2.2.26937.36965,https://www.researchgate.net/profile/Valentina-Lauria/publication/311952768_An_Ecopath_with_Ecosim_and_Ecospace_for_the_Celtic_Sea/links/5864ca6608ae6eb871adaa0c/An-Ecopath-with-Ecosim-and-Ecospace-for-the-Celtic-Sea.pdf,3,no_verified_file,no_verified_main_file,0,No source file verified in this archive. See source link and retrieval log; this is not proof that the material is unavailable everywhere.
CELT-2017,Trophic models: what do we learn about Celtic Sea and Bay of Biscay ecosystems?,10.1016/j.jmarsys.2017.03.008,https://doi.org/10.1016/j.jmarsys.2017.03.008,,,,6,downloaded_verified,downloaded_verified,1,
MED-2022,Modelling the Mediterranean Sea ecosystem at high spatial resolution,10.1038/s41598-022-18017-x,https://doi.org/10.1038/s41598-022-18017-x,,,,6,downloaded_verified,downloaded_verified,4,
BEN-2020,Temporal variability in the Southern Benguela over four decades,10.3389/fmars.2020.00540,https://doi.org/10.3389/fmars.2020.00540,BHTLQB8T,10.3389/fmars.2020.00540,https://www.frontiersin.org/articles/10.3389/fmars.2020.00540,10,downloaded_verified,downloaded_verified,2,
BEN-2007,"Updated ecosystem model for the Northern Benguela ecosystem, Namibia",,https://www.researchgate.net/publication/303125785_Updated_ecosystem_model_for_the_Northern_Benguela_ecosystem_Namibia,,,,1,no_verified_file,no_verified_main_file,0,No source file verified in this archive. See source link and retrieval log; this is not proof that the material is unavailable everywhere.
GOA-2007,"Comparison of the Bering Sea, Gulf of Alaska and Aleutian Islands LMEs through food-web modelling",,https://repository.library.noaa.gov/view/noaa/22894,E29HAMCM,,https://repository.library.noaa.gov/view/noaa/22894,2,downloaded_verified,downloaded_verified,1,
IO-2026,Ecosystem structure and fishing impacts in the oceanic pelagic tropical Indian Ocean,10.2139/ssrn.6636676,https://doi.org/10.2139/ssrn.6636676,,,,1,no_verified_file,no_verified_main_file,0,No source file verified in this archive. See source link and retrieval log; this is not proof that the material is unavailable everywhere.
EBS-2025,Updating and extending the Ecopath model of the southeastern Bering Sea,10.25923/7pef-2497,https://repository.library.noaa.gov/view/noaa/70918,3THBGJQ2,,https://repository.library.noaa.gov/view/noaa/70918,3,downloaded_verified,downloaded_verified,1,
NZ-2003,"Pilot trophic model for subantarctic water over the Southern Plateau, New Zealand",10.1016/S0022-0981(03)00045-5,https://doi.org/10.1016/S0022-0981(03)00045-5,,,,2,no_verified_file,no_verified_main_file,0,No source file verified in this archive. See source link and retrieval log; this is not proof that the material is unavailable everywhere.
ICE-2018,An overview of the marine food web in Icelandic waters using Ecopath with Ecosim,10.48550/arXiv.1810.00613,https://doi.org/10.13140/RG.2.2.24388.01926,VCQF2P68,10.48550/arXiv.1810.00613,https://arxiv.org/abs/1810.00613,5,downloaded_verified,downloaded_verified,1,
BAR-2021,"Overexploitation, Recovery, and Warming of the Barents Sea Ecosystem During 1950–2013",10.3389/fmars.2021.732637,https://doi.org/10.3389/fmars.2021.732637,,,,19,downloaded_verified,downloaded_verified,16,
GOM-2021,Technical documentation of a U.S. Gulf of Mexico Ecopath with Ecosim model,10.25923/zj8t-e656,https://repository.library.noaa.gov/view/noaa/32348,,,,11,downloaded_verified,downloaded_verified,10,
OYA-2020,An Ecopath with Ecosim model for the Pacific coast of eastern Japan,10.1016/j.ecolmodel.2020.109087,https://doi.org/10.1016/j.ecolmodel.2020.109087,VD94J25X,10.1016/j.ecolmodel.2020.109087,https://linkinghub.elsevier.com/retrieve/pii/S0304380020301599,9,downloaded_verified,no_verified_main_file,2,
WBS-2002,A comparison of the eastern and western Bering Sea shelf/slope ecosystems through mass-balance food web models,,https://repository.library.noaa.gov/view/noaa/61265,,,,2,downloaded_verified,downloaded_verified,1,
FAR-2004,Modelling spatial closures and fishing effort restrictions in the Faroe Islands marine ecosystem,10.1016/j.ecolmodel.2003.09.020,https://doi.org/10.1016/j.ecolmodel.2003.09.020,,,,2,downloaded_verified,downloaded_verified,1,
NEUS-2006,Documentation for the Energy Modeling and Analysis eXercise (EMAX),,https://repository.library.noaa.gov/view/noaa/5277,,,,2,downloaded_verified,downloaded_verified,1,
CAR-2009,Food-web model and data for marine-mammal and fishery interactions in the Caribbean ecosystem,,https://ecobase.ecopath.org/,,,,2,no_verified_file,no_verified_main_file,0,No source file verified in this archive. See source link and retrieval log; this is not proof that the material is unavailable everywhere.
IBER-2019,First representation of the trophic structure and functioning of the Portuguese continental shelf ecosystem,10.3354/meps12724,https://doi.org/10.3354/meps12724,,,,6,no_verified_file,no_verified_main_file,0,No source file verified in this archive. See source link and retrieval log; this is not proof that the material is unavailable everywhere.
NOR-2016,An Ecopath with Ecosim model of the Norwegian Sea and Barents Sea validated against time series of abundance,,https://www.hi.no/en/hi/nettrapporter/fisken-og-havet/2016/fh_7-2016_norbar_skaretpitcher_final_til_web,ZF6B6RRC,10.13140/RG.2.2.26001.84320,http://hdl.handle.net/11250/2440940,4,downloaded_verified,downloaded_verified,1,
NBR-2000,A trophic flow model of the Caeté Mangrove Estuary (North Brazil),10.1006/ecss.2000.0611,https://doi.org/10.1006/ecss.2000.0611,,,,2,no_verified_file,no_verified_main_file,0,No source file verified in this archive. See source link and retrieval log; this is not proof that the material is unavailable everywhere.
BLS-2014,An indicator-based evaluation of Black Sea food web dynamics during 1960–2000,10.1016/j.jmarsys.2014.02.010,https://doi.org/10.1016/j.jmarsys.2014.02.010,,,,2,no_verified_file,no_verified_main_file,0,No source file verified in this archive. See source link and retrieval log; this is not proof that the material is unavailable everywhere.
NFL-2001,Fishing on ecosystems: the interplay of fishing and predation in Newfoundland–Labrador,10.1139/f01-074,https://doi.org/10.1139/f01-074,,,,1,no_verified_file,no_verified_main_file,0,No source file verified in this archive. See source link and retrieval log; this is not proof that the material is unavailable everywhere.
GOC-2009,An ecosystem modelling approach to deriving viable harvest strategies for the Northern Gulf of California,10.1002/aqc.978,https://doi.org/10.1002/aqc.978,,,,1,no_verified_file,no_verified_main_file,0,No source file verified in this archive. See source link and retrieval log; this is not proof that the material is unavailable everywhere.
BAL-2026,Ecopath with Ecosim for the Baltic Sea (ICES SD 22–32 excluding the Gulf of Riga): model description,10.54612/a.7s9j8fa2pv,https://doi.org/10.54612/a.7s9j8fa2pv,DE43SCHZ,,https://publications.slu.se/?file=publ/show&id=145708,5,downloaded_verified,downloaded_verified,1,
SBR-2004,Contribution of ecosystem analysis to investigating the effects of changes in fishing strategies in the South Brazil Bight coastal ecosystem,10.1016/j.ecolmodel.2003.09.012,https://ecobase.ecopath.org/,,,,3,downloaded_verified,downloaded_verified,1,
WGR-2001,A mass balance model for the West Greenland marine ecosystem,,https://ecobase.ecopath.org/,,,,3,downloaded_verified,downloaded_verified,1,
EBR-2005,"Fishing impacts on marine ecosystems off Brazil, with emphasis on the northeastern region",,https://ecobase.ecopath.org/,,,,2,no_verified_file,no_verified_main_file,0,No source file verified in this archive. See source link and retrieval log; this is not proof that the material is unavailable everywhere.
CHU-2013,Preliminary mass-balance food web model of the eastern Chukchi Sea,,https://repository.library.noaa.gov/view/noaa/4580,,,,2,downloaded_verified,downloaded_verified,1,
SEUS-2001,A preliminary Ecopath model of the Atlantic continental shelf adjacent to the Southeastern United States,,https://ecobase.ecopath.org/php/protect/base_model.php?action=base&model=467,,,,3,downloaded_verified,downloaded_verified,1,
SWP-2013,Ecosystem model of Tasmanian waters explores impacts of climate-change induced changes,,https://ecobase.ecopath.org/,,,,2,no_verified_file,no_verified_main_file,0,No source file verified in this archive. See source link and retrieval log; this is not proof that the material is unavailable everywhere.
ALE-2007,"A comparison of the Bering Sea, Gulf of Alaska, and Aleutian Islands LMEs through food web modeling",,https://repository.library.noaa.gov/view/noaa/22894,,,,2,downloaded_verified,downloaded_verified,1,
SCO-2004,Mass balance models of the eastern Scotian Shelf before and after the cod collapse,,https://publications.gc.ca/site/eng/9.574099/publication.html,,,,2,downloaded_verified,downloaded_verified,1,
HAW-2013,Comparison of coral reef ecosystems along a fishing pressure gradient,10.1371/journal.pone.0063797,https://doi.org/10.1371/journal.pone.0063797,,,,18,downloaded_verified,downloaded_verified,12,
WCA-2026,Mapping trophic interactions in the Western Central Atlantic pelagic ecosystem: an Ecopath modeling approach,,https://www.researchgate.net/publication/410668269,,,,1,no_verified_file,no_verified_main_file,0,No source file verified in this archive. See source link and retrieval log; this is not proof that the material is unavailable everywhere.
AAT-2008,Preliminary trophic model of the Antarctic Peninsula Ecosystem (CCAMLR Subarea 48.1),10.1016/j.ecolmodel.2008.06.011,https://doi.org/10.1016/j.ecolmodel.2008.06.011,,,,6,no_verified_file,no_verified_main_file,0,No source file verified in this archive. See source link and retrieval log; this is not proof that the material is unavailable everywhere.
GBR-2000,A model of the ecosystem and associated penaeid prawn community in the far Northern Great Barrier Reef,,https://ecobase.ecopath.org/php/protect/base_model.php?action=base&model=54,,,,1,no_verified_file,no_verified_main_file,0,No source file verified in this archive. See source link and retrieval log; this is not proof that the material is unavailable everywhere.
SEAUS-2006,Changes in the structure of demersal fish communities of the southeast Australian continental shelf from 1915 to 1961,,https://ecobase.ecopath.org/,,,,3,no_verified_file,no_verified_main_file,0,No source file verified in this archive. See source link and retrieval log; this is not proof that the material is unavailable everywhere.
NWS-2006,Trophic webs and modelling of Australia's North West Shelf,,https://library.dbca.wa.gov.au/FullTextFiles/064833.pdf,,,,1,downloaded_verified,downloaded_verified,1,
HUD-2010,"Hudson Bay ecosystem: past, present, and future",,https://ecobase.ecopath.org/,,,,2,no_verified_file,no_verified_main_file,0,No source file verified in this archive. See source link and retrieval log; this is not proof that the material is unavailable everywhere.
BEA-2018,Ecosystem model of the entire Beaufort Sea marine ecosystem,,https://digitalcommons.usf.edu/msc_facpub/261/,LNXQRL7X,,https://nwtdiscoveryportal.enr.gov.nt.ca/geoportaldocuments/Hoover_indicators.pdf,2,no_verified_file,no_verified_main_file,0,No source file verified in this archive. See source link and retrieval log; this is not proof that the material is unavailable everywhere.
KER-2005,An ecosystem model of the Kerguelen Islands' EEZ,,https://ecobase.ecopath.org/,,,,2,no_verified_file,no_verified_main_file,0,No source file verified in this archive. See source link and retrieval log; this is not proof that the material is unavailable everywhere.
ARC-2012,Lancaster Sound through a sunstone: an Ecopath model of mercury bioaccumulation and human exposure,,https://harvest.usask.ca/handle/10388/ETD-2012-01-266,QNJ6SJMD,,,1,no_verified_file,no_verified_main_file,0,No source file verified in this archive. See source link and retrieval log; this is not proof that the material is unavailable everywhere.
LAPE-2008,A trophic model of the Lesser Antilles pelagic ecosystem,,https://www.researchgate.net/publication/278677766_A_Trophic_Model_of_the_Lesser_Antilles_Pelagic_Ecosystem,VP8JED2J,,https://www.fao.org/publications/card/es/c/7c8718b5-f644-5956-91ad-9ad90e005f27,7,downloaded_verified,downloaded_verified,1,
BIMINI-2001,"Preliminary trophic model of a lemon shark (Negaprion brevirostris) nursery at Bimini, Bahamas",,https://elasmo.org/meetings/abstracts/abst2001/,,,,2,no_verified_file,no_verified_main_file,0,No source file verified in this archive. See source link and retrieval log; this is not proof that the material is unavailable everywhere.
PRVI-1996,Trophic interactions in Caribbean coral reefs,,https://digitalarchive.worldfishcenter.org/items/f9b5124e-cb58-4ba7-8ca1-0748a9679de6,NRNIQR8K,,http://www.worldcat.org/title/trophic-interactions-in-caribbean-coral-reefs/oclc/833134879,10,downloaded_verified,downloaded_verified,1,
PCA-2016,Elucidating fishing effects in a large-predator dominated system: The case of Darwin and Wolf Islands (Galápagos),,https://ecobase.ecopath.org/,,,,3,downloaded_verified,downloaded_verified,1,
GAL-2021,Food web modeling of the southeastern Galapagos shelf ecosystem,10.1016/j.ecolind.2021.108270,https://research.usfq.edu.ec/en/publications/food-web-modeling-of-the-southeastern-galapagos-shelf-ecosystem/,XGQ6LT52,10.1016/j.ecolind.2021.108270,https://www.sciencedirect.com/science/article/pii/S1470160X21009353,6,no_verified_file,no_verified_main_file,0,No source file verified in this archive. See source link and retrieval log; this is not proof that the material is unavailable everywhere.
GAL-2024,Modelling microplastic bioaccumulation and biomagnification potential in the Galápagos penguin ecosystem using Ecopath and Ecosim (EwE) with Ecotracer,10.1371/journal.pone.0296788,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0296788,RV6UHA98,10.1371/journal.pone.0296788,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0296788,25,downloaded_verified,downloaded_verified,15,
SG-2012,A foodweb model to explore uncertainties in the South Georgia shelf pelagic ecosystem,10.1016/j.dsr2.2011.09.001,https://nora.nerc.ac.uk/id/eprint/16891/,SPG69EWZ,10.1016/j.dsr2.2011.09.001,https://www.sciencedirect.com/science/article/pii/S0967064511002190,6,downloaded_verified,downloaded_verified,1,
TIH-1997,"Trophic functioning of the Tiahura reef sector, Moorea Island, French Polynesia",10.1007/s003380050079,https://link.springer.com/article/10.1007/s003380050079,,,,2,no_verified_file,no_verified_main_file,0,No source file verified in this archive. See source link and retrieval log; this is not proof that the material is unavailable everywhere.
KPL-2020,Exploring ecosystem structure and function of the northern Kerguelen Plateau using a mass-balanced food web model,10.1016/j.dsr2.2020.104787,https://www.sciencedirect.com/science/article/abs/pii/S0967064519302437,9RKNKN6F,10.1016/j.dsr2.2020.104787,https://www.sciencedirect.com/science/article/pii/S0967064519302437,5,downloaded_verified,downloaded_verified,1,
KPL-ECO-2020,Time-Dynamic Food Web Modeling to Explore Environmental Drivers of Ecosystem Change on the Kerguelen Plateau,10.3389/fmars.2020.00641,https://www.frontiersin.org/journals/marine-science/articles/10.3389/fmars.2020.00641/full,8GBJRLZS,10.3389/fmars.2020.00641,https://www.frontiersin.org/articles/10.3389/fmars.2020.00641,25,downloaded_verified,downloaded_verified,4,
IO-2025-HINDCAST,Hindcasting the food-web dynamics of the tropical Indian Ocean pelagic ecosystem over the last two decades,,https://iotc.org/documents/hindcasting-food-web-dynamics-tropical-indian-ocean-pelagic-ecosystem-over-last-two,,,,3,downloaded_verified,downloaded_verified,1,
BOB-2014-EXPLORATORY,An exploratory ecosystem model of the Bay of Bengal Large Marine Ecosystem,,https://www.boblme.org/documentRepository/BOBLME-2014-Ecology-09.pdf,,,,2,no_verified_file,no_verified_main_file,0,No source file verified in this archive. See source link and retrieval log; this is not proof that the material is unavailable everywhere.
NC-UVEA-2004,"Trophic model of lagoonal communities in a large open atoll (Uvea, Loyalty islands, New Caledonia)",10.1051/alr:2004024,https://doi.org/10.1051/alr:2004024,BKH3RCNK,10.1051/alr:2004024,https://www.alr-journal.org/articles/alr/abs/2004/02/alr23/alr23.html,5,downloaded_verified,downloaded_verified,1,
NZ-2021-TBGB,"From data compilation to model validation: comparing three ecosystem models of the Tasman and Golden Bays, New Zealand",10.7717/peerj.11712,https://peerj.com/articles/11712/,7IJUGDGI,10.7717/peerj.11712,https://peerj.com/articles/11712,13,downloaded_verified,no_verified_main_file,2,
MADEIRA-2024,Food web of the oceanic region of the archipelago of Madeira: The role of marine megafauna in the subtropical northeast Atlantic ecosystem,10.1016/j.marenvres.2024.106382,https://doi.org/10.1016/j.marenvres.2024.106382,Y4RYEX5V,10.1016/j.marenvres.2024.106382,https://www.sciencedirect.com/science/article/pii/S0141113624000436,4,no_verified_file,no_verified_main_file,0,No source file verified in this archive. See source link and retrieval log; this is not proof that the material is unavailable everywhere.
AZO-2016,"Food-Web and Ecosystem Structure of the Open-Ocean and Deep-Sea Environments of the Azores, NE Atlantic",10.3389/fmars.2016.00245,https://www.frontiersin.org/journals/marine-science/articles/10.3389/fmars.2016.00245/full,NQNZI3KF,10.3389/fmars.2016.00245,https://www.frontiersin.org/journals/marine-science/articles/10.3389/fmars.2016.00245/full,9,downloaded_verified,downloaded_verified,1,
PEI-2014,An ecosystem model of the Prince Edward Island archipelago,10.1016/j.ecolmodel.2014.09.008,https://www.sciencedirect.com/science/article/abs/pii/S0304380014004232,A563RBPX,10.1016/j.ecolmodel.2014.09.008,https://www.sciencedirect.com/science/article/pii/S0304380014004232,6,no_verified_file,no_verified_main_file,0,No source file verified in this archive. See source link and retrieval log; this is not proof that the material is unavailable everywhere.
PEI-2013-THESIS,An ecosystem study of the Prince Edward Archipelago (Southern Ocean),,https://library-archives.canada.ca/eng/services/services-libraries/theses/Pages/item.aspx?idNumber=1032916499,,,,2,downloaded_verified,downloaded_verified,1,
CAN-ELHIERRO-2019,"Modelo trófico del ecosistema rocoso litoral de la isla de El Hierro, islas Canarias",,https://riull.ull.es/xmlui/handle/915/19325,,,,3,downloaded_verified,downloaded_verified,1,
MHI-2021,Supporting Ecosystem-based Fisheries Management in meeting multiple objectives for sustainable use of coral reef ecosystems,10.1093/icesjms/fsaa194,https://academic.oup.com/icesjms/article/78/8/2999/5999229,5B6JQMM8,10.1093/icesjms/fsaa194,https://doi.org/10.1093/icesjms/fsaa194,20,downloaded_verified,downloaded_verified,11,
CROKER-2020,Comparison of approaches for incorporating depredation on fisheries catches into Ecopath,10.1093/icesjms/fsaa219,https://academic.oup.com/icesjms/article/77/7-8/3153/6000671,7A8TP4GU,10.1093/icesjms/fsaa219,https://doi.org/10.1093/icesjms/fsaa219,7,downloaded_verified,downloaded_verified,3,
NICOYA-1998,"A trophic flow model of the Golfo de Nicoya, Costa Rica",,https://cris.leibniz-zmt.de/id/eprint/5765/,6BEFN93Q,,,3,downloaded_verified,downloaded_verified,1,
NICOYA-2020,Identification of Drivers of Change of the Gulf of Nicoya Ecosystem (Costa Rica),10.3389/fmars.2020.00707,https://www.frontiersin.org/journals/marine-science/articles/10.3389/fmars.2020.00707/full,GR4NDM94,10.3389/fmars.2020.00707,https://www.frontiersin.org/articles/10.3389/fmars.2020.00707,13,downloaded_verified,downloaded_verified,2,
EKAS-2005,Studi Ekosistem Teluk Ekas Melalui Pendekatan Keseimbangan Masa,10.14710/ik.ijms.10.2.85-89,https://ejournal.undip.ac.id/index.php/ijms/article/view/2293,CCFBTIY9,,,5,downloaded_verified,downloaded_verified,1,
CANTAB-2004,Effects of fisheries on the Cantabrian Sea shelf ecosystem,10.1016/j.ecolmodel.2003.09.005,https://www.sciencedirect.com/science/article/abs/pii/S0304380003003673,I9PLFK96,10.1016/j.ecolmodel.2003.09.005,https://www.sciencedirect.com/science/article/pii/S0304380003003673,5,downloaded_verified,downloaded_verified,1,
RIAS-2021,Modelling ecosystem dynamics to assess the effect of coastal fisheries on cetacean species,10.1016/j.jenvman.2021.112175,https://www.sciencedirect.com/science/article/pii/S0301479721002371,8B4W4AKH,10.1016/j.jenvman.2021.112175,https://www.sciencedirect.com/science/article/pii/S0301479721002371,4,downloaded_verified,downloaded_verified,1,
LME001-Whitehouse-2021,Bottom–Up Impacts of Forecasted Climate Change on the Eastern Bering Sea Food Web,10.3389/fmars.2021.624301,https://www.frontiersin.org/journals/marine-science/articles/10.3389/fmars.2021.624301/full,,,,5,downloaded_verified,downloaded_verified,2,
LME004-MoralesZarate-2004,"Ecosystem trophic structure and energy flux in the Northern Gulf of California, México",10.1016/j.ecolmodel.2003.09.028,https://www.imipas.gob.mx/portal/documentos/publicaciones/pelagicos/Morales-Zarate_GoCalifornia_Ecopath%20model_2004.pdf,,,,2,downloaded_verified,downloaded_verified,1,
LME005-Allen-2023,Simulating synergistic impacts of climate change and human induced stressors on a northern Gulf of Mexico estuarine food web,10.3389/fmars.2023.1213949,https://www.frontiersin.org/journals/marine-science/articles/10.3389/fmars.2023.1213949/full,,,,6,downloaded_verified,downloaded_verified,1,
LME007-Buchheister-2017,Technical Documentation of the Northwest Atlantic Continental Shelf (NWACS) Ecosystem Model,,https://hjort.cbl.umces.edu/NWACS/TS_694_17_NWACS_Model_Documentation.pdf,,,,2,no_verified_file,no_verified_main_file,0,No source file verified in this archive. See source link and retrieval log; this is not proof that the material is unavailable everywhere.
LME008-Araujo-2011,"Description of three Ecopath with Ecosim ecosystem models developed for the Bay of Fundy, Western Scotian Shelf and NAFO Division 4X",,https://publications.gc.ca/site/eng/9.573515/publication.html,,,,4,downloaded_verified,downloaded_verified,1,
LME009-Bundy-2000,A mass balance model of the Newfoundland-Labrador Shelf,,https://publications.gc.ca/collections/collection_2012/mpo-dfo/Fs97-6-2310-eng.pdf,,,,2,downloaded_verified,downloaded_verified,1,
LME009-Tam-2019,Mass-balance models of the Newfoundland and Labrador Shelf ecosystem for 1985-1987 and 2013-2015,,https://publications.gc.ca/site/eng/9.877553/publication.html,,,,4,downloaded_verified,downloaded_verified,1,
